Age,Job,Income,Schooling,Married_Status,Job_Type,Color_Race,Gender,Place
26, Private,523000, Some-college, Never-married, Prof-specialty, White, Male, El-Salvador
49, Self-emp-not-inc,114000, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, United-States
63, ?,187000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
46, Self-emp-not-inc,320000, Bachelors, Married-spouse-absent, Prof-specialty, White, Male, United-States
31, Local-gov,296000, Some-college, Never-married, Adm-clerical, Black, Male, United-States
22, Private,371000, Assoc-voc, Never-married, Craft-repair, White, Male, United-States
20, Private,121000, Some-college, Never-married, Other-service, White, Female, United-States
52, Private,111000, Doctorate, Never-married, Exec-managerial, White, Male, United-States
26, Private,56000, Some-college, Never-married, Adm-clerical, Black, Female, United-States
34, Private,159000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, Private,132000, 9th, Never-married, Machine-op-inspct, White, Male, United-States
46, Private,174000, HS-grad, Divorced, Sales, White, Female, United-States
22, Private,217000, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico
38, Private,104000, Assoc-voc, Never-married, Craft-repair, White, Male, United-States
35, Private,208000, HS-grad, Married-civ-spouse, Sales, White, Male, Ecuador
27, State-gov,340000, Some-college, Never-married, Protective-serv, White, Male, United-States
27, Private,236000, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, United-States
46, Private,213000, Some-college, Divorced, Sales, White, Female, Cuba
40, ?,84000, HS-grad, Never-married, ?, White, Female, United-States
19, Private,303000, Some-college, Never-married, Adm-clerical, White, Male, Thailand
69, ?,28000, HS-grad, Married-civ-spouse, ?, White, Male, United-States
20, Private,263000, Some-college, Never-married, Other-service, White, Male, United-States
34, Federal-gov,198000, Bachelors, Married-civ-spouse, Protective-serv, White, Male, United-States
49, Private,171000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
27, Private,178000, Some-college, Married-civ-spouse, Farming-fishing, Other, Male, United-States
59, Private,176000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, Cuba
45, Private,205000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
21, Private,78000, Some-college, Never-married, Sales, White, Female, United-States
51, State-gov,78000, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States
64, ?,194000, 11th, Never-married, ?, White, Male, United-States
41, State-gov,117000, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States
18, ?,85000, 12th, Never-married, ?, Asian-Pac-Islander, Female, Germany
49, Private,181000, Masters, Married-spouse-absent, Prof-specialty, White, Male, United-States
51, Private,509000, HS-grad, Divorced, Machine-op-inspct, Black, Male, United-States
20, Private,211000, Some-college, Never-married, Handlers-cleaners, White, Female, United-States
69, Self-emp-not-inc,171000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
18, ?,97000, HS-grad, Never-married, ?, White, Female, United-States
43, Private,184000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
50, Private,151000, HS-grad, Divorced, Machine-op-inspct, Black, Female, United-States
32, Private,304000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
27, Local-gov,274000, HS-grad, Never-married, Farming-fishing, White, Male, United-States
38, Private,197000, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States
62, Private,163000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
46, Private,160000, HS-grad, Divorced, Exec-managerial, White, Male, United-States
19, Private,158000, Some-college, Never-married, Tech-support, White, Female, ?
17, ?,407000, 10th, Never-married, ?, White, Male, United-States
21, Private,228000, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States
36, Private,138000, Bachelors, Never-married, Adm-clerical, White, Female, United-States
36, Private,180000, 12th, Divorced, Handlers-cleaners, White, Male, United-States
23, Private,240000, HS-grad, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Philippines
58, Private,282000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
40, Private,225000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
64, Private,293000, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States
66, Private,22000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
42, Private,195000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
55, Private,156000, Some-college, Widowed, Adm-clerical, White, Female, United-States
53, Private,194000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
25, Private,219000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
39, Private,359000, Some-college, Never-married, Tech-support, Black, Female, United-States
20, Private,175000, HS-grad, Never-married, Other-service, White, Male, United-States
32, Private,169000, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States
28, Private,134000, Bachelors, Never-married, Sales, White, Male, United-States
23, Federal-gov,351000, Assoc-acdm, Never-married, Exec-managerial, White, Female, Poland
18, Private,115000, HS-grad, Never-married, Other-service, White, Male, United-States
43, Self-emp-not-inc,153000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
29, Private,217000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
32, Private,235000, Some-college, Married-civ-spouse, Protective-serv, White, Male, Dominican-Republic
31, Local-gov,145000, HS-grad, Divorced, Craft-repair, White, Male, United-States
60, Private,135000, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, Mexico
42, Private,281000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
46, Private,155000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
38, Private,290000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
18, Private,182000, 11th, Never-married, Other-service, White, Female, United-States
31, Private,210000, HS-grad, Never-married, Sales, White, Female, United-States
54, Private,235000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
46, Private,315000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
27, Self-emp-not-inc,30000, HS-grad, Never-married, Farming-fishing, White, Male, United-States
50, Local-gov,30000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
38, Self-emp-not-inc,201000, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male, United-States
36, State-gov,96000, Masters, Never-married, Prof-specialty, White, Female, United-States
25, Private,486000, HS-grad, Divorced, Other-service, White, Male, Mexico
19, Private,46000, HS-grad, Never-married, Farming-fishing, White, Male, United-States
60, Local-gov,98000, Some-college, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Philippines
45, Local-gov,176000, 9th, Never-married, Other-service, White, Male, United-States
21, Private,119000, Some-college, Never-married, Tech-support, White, Male, United-States
42, Private,176000, HS-grad, Divorced, Transport-moving, White, Male, United-States
38, Private,205000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
22, ?,58000, Some-college, Never-married, ?, White, Male, United-States
19, Private,418000, HS-grad, Never-married, Exec-managerial, Black, Male, United-States
23, Private,263000, Some-college, Never-married, Adm-clerical, White, Male, United-States
24, Private,177000, Some-college, Never-married, Handlers-cleaners, White, Female, United-States
30, Private,255000, Assoc-acdm, Divorced, Sales, White, Male, United-States
62, Private,184000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
26, Self-emp-not-inc,319000, Prof-school, Never-married, Prof-specialty, White, Male, United-States
42, Federal-gov,132000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
33, Private,206000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
54, Self-emp-inc,99000, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, ?
35, Private,226000, Bachelors, Divorced, Prof-specialty, White, Female, United-States
33, Private,246000, HS-grad, Divorced, Sales, White, Male, United-States
45, Private,169000, HS-grad, Divorced, Sales, White, Female, United-States
62, Private,211000, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States
24, Private,285000, HS-grad, Never-married, Exec-managerial, White, Male, United-States
50, Local-gov,155000, Some-college, Divorced, Adm-clerical, Black, Female, United-States
54, Private,37000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
58, Private,417000, 7th-8th, Divorced, Machine-op-inspct, White, Male, United-States
39, Self-emp-inc,34000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
32, Private,42000, HS-grad, Divorced, Craft-repair, White, Male, United-States
27, Private,170000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
27, Private,153000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
20, Private,42000, Some-college, Never-married, Other-service, White, Male, United-States
64, Private,67000, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States
55, Self-emp-inc,257000, Masters, Widowed, Sales, White, Female, United-States
46, Private,168000, HS-grad, Divorced, Tech-support, White, Female, United-States
45, Private,179000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
26, Private,58000, HS-grad, Never-married, Transport-moving, White, Male, United-States
36, Private,302000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
25, Private,194000, Bachelors, Never-married, Sales, White, Female, United-States
58, Private,222000, 10th, Married-civ-spouse, Transport-moving, White, Male, United-States
39, Self-emp-inc,189000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
47, Private,218000, HS-grad, Widowed, Priv-house-serv, Asian-Pac-Islander, Female, Thailand
35, Private,309000, Masters, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
38, Private,170000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
50, Private,121000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
36, Private,370000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
28, Private,398000, 5th-6th, Never-married, Craft-repair, White, Male, Mexico
44, Self-emp-not-inc,208000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States
40, Private,337000, HS-grad, Divorced, Protective-serv, White, Female, United-States
55, Private,173000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
29, Self-emp-not-inc,32000, HS-grad, Never-married, Farming-fishing, White, Male, United-States
33, Private,195000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
19, ?,57000, Some-college, Never-married, ?, White, Female, Japan
32, Private,174000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
45, Local-gov,153000, Masters, Married-civ-spouse, Prof-specialty, Black, Male, United-States
23, Private,275000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
31, Private,359000, Assoc-voc, Never-married, Protective-serv, Black, Male, United-States
22, Private,153000, Some-college, Never-married, Other-service, Asian-Pac-Islander, Female, Philippines
59, Private,188000, HS-grad, Divorced, Handlers-cleaners, Black, Male, United-States
32, Private,98000, Some-college, Never-married, Craft-repair, White, Male, United-States
49, State-gov,355000, Some-college, Never-married, Adm-clerical, White, Female, United-States
22, Private,250000, Some-college, Never-married, Adm-clerical, White, Male, United-States
26, Private,190000, Some-college, Never-married, Adm-clerical, White, Male, United-States
23, State-gov,299000, Some-college, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, Vietnam
55, Self-emp-not-inc,205000, Some-college, Married-civ-spouse, Sales, White, Female, United-States
47, Private,304000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
44, Private,243000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
27, Private,38000, Some-college, Never-married, Other-service, White, Male, United-States
40, State-gov,199000, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States
32, Self-emp-not-inc,56000, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States
20, Private,256000, Some-college, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Vietnam
84, Local-gov,164000, HS-grad, Widowed, Exec-managerial, White, Female, United-States
40, Private,266000, Some-college, Divorced, Craft-repair, White, Male, United-States
37, Private,161000, Bachelors, Never-married, Sales, White, Female, United-States
44, Private,199000, Some-college, Divorced, Transport-moving, White, Male, United-States
47, Private,167000, Some-college, Divorced, Exec-managerial, White, Female, Germany
62, Self-emp-not-inc,204000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
19, ?,370000, Some-college, Never-married, ?, White, Female, United-States
47, Private,465000, HS-grad, Never-married, Transport-moving, White, Male, United-States
44, Local-gov,175000, HS-grad, Divorced, Craft-repair, Black, Male, United-States
26, Local-gov,166000, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, United-States
36, Private,221000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
52, Private,247000, 11th, Married-civ-spouse, Other-service, White, Male, United-States
33, Private,105000, Some-college, Divorced, Adm-clerical, White, Female, United-States
48, ?,266000, HS-grad, Married-civ-spouse, ?, White, Male, United-States
33, Private,252000, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, United-States
25, Private,92000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
62, Private,88000, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
38, Private,130000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
46, Private,143000, HS-grad, Married-spouse-absent, Farming-fishing, White, Male, United-States
18, ?,265000, Some-college, Never-married, ?, White, Female, United-States
46, Private,129000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
38, Private,115000, HS-grad, Divorced, Other-service, White, Female, United-States
52, Private,190000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
63, Self-emp-not-inc,179000, 7th-8th, Married-civ-spouse, Exec-managerial, White, Male, United-States
49, Private,219000, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
17, Local-gov,148000, 11th, Never-married, Adm-clerical, White, Female, United-States
33, Private,185000, HS-grad, Never-married, Other-service, White, Female, United-States
70, Self-emp-not-inc,281000, HS-grad, Widowed, Other-service, White, Female, United-States
19, Private,218000, Some-college, Never-married, Other-service, White, Female, United-States
27, ?,181000, HS-grad, Married-civ-spouse, ?, White, Female, United-States
61, Private,56000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
33, Private,255000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
46, Self-emp-inc,328000, Bachelors, Married-civ-spouse, Sales, White, Male, ?
29, Private,349000, 10th, Separated, Farming-fishing, White, Female, Guatemala
40, Local-gov,25000, Some-college, Divorced, Transport-moving, White, Male, United-States
43, State-gov,42000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
24, Private,113000, HS-grad, Never-married, Sales, White, Male, United-States
29, Private,131000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
61, Self-emp-not-inc,269000, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States
48, Private,202000, 11th, Divorced, Other-service, White, Female, United-States
19, Private,280000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
30, Private,70000, Some-college, Never-married, Machine-op-inspct, White, Female, United-States
24, Private,237000, Some-college, Never-married, Other-service, White, Male, United-States
39, Local-gov,223000, Masters, Never-married, Prof-specialty, White, Female, United-States
46, Self-emp-inc,111000, Some-college, Divorced, Exec-managerial, White, Female, United-States
40, Private,96000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
27, Local-gov,200000, Bachelors, Never-married, Prof-specialty, White, Female, United-States
25, Private,194000, Masters, Never-married, Prof-specialty, White, Female, United-States
31, Private,455000, 11th, Never-married, Craft-repair, White, Male, United-States
58, Private,221000, Bachelors, Divorced, Transport-moving, White, Male, United-States
33, Private,101000, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, Canada
40, Private,141000, HS-grad, Widowed, Other-service, White, Female, United-States
40, Self-emp-inc,65000, Masters, Married-civ-spouse, Sales, White, Male, United-States
31, Private,402000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
33, Private,144000, HS-grad, Separated, Other-service, Asian-Pac-Islander, Female, China
49, Private,185000, Assoc-acdm, Married-civ-spouse, Sales, White, Male, United-States
24, Private,113000, Assoc-voc, Never-married, Tech-support, White, Male, United-States
46, Private,130000, HS-grad, Never-married, Craft-repair, White, Male, United-States
58, Local-gov,147000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
20, Private,206000, Some-college, Never-married, Sales, White, Female, United-States
65, ?,274000, HS-grad, Widowed, ?, White, Male, United-States
43, Private,153000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
48, Self-emp-not-inc,168000, Masters, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, India
41, Private,196000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
27, State-gov,146000, Some-college, Separated, Other-service, White, Female, United-States
52, ?,105000, Some-college, Married-civ-spouse, ?, White, Male, United-States
26, Private,150000, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Male, ?
52, Local-gov,246000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
52, Local-gov,193000, Some-college, Divorced, Exec-managerial, White, Female, United-States
19, Private,244000, HS-grad, Never-married, Other-service, Black, Male, United-States
39, Local-gov,99000, Some-college, Divorced, Prof-specialty, White, Female, United-States
47, Private,146000, Some-college, Divorced, Other-service, White, Female, United-States
27, Private,244000, HS-grad, Divorced, Craft-repair, Other, Male, United-States
48, Private,193000, Some-college, Divorced, Craft-repair, White, Male, United-States
50, Private,209000, HS-grad, Separated, Other-service, White, Female, United-States
60, Private,25000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
28, Private,406000, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, United-States
47, Federal-gov,53000, HS-grad, Divorced, Other-service, Black, Female, United-States
69, ?,477000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
40, Self-emp-not-inc,162000, HS-grad, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, South
37, Private,277000, HS-grad, Never-married, Handlers-cleaners, White, Female, Nicaragua
41, State-gov,110000, Masters, Never-married, Prof-specialty, White, Male, United-States
38, Private,123000, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, Trinadad&Tobago
46, Federal-gov,120000, Assoc-voc, Separated, Tech-support, Other, Female, United-States
21, Self-emp-not-inc,409000, Some-college, Never-married, Adm-clerical, White, Male, United-States
44, Private,223000, Masters, Separated, Sales, White, Female, United-States
38, ?,129000, 10th, Separated, ?, White, Male, United-States
47, Self-emp-not-inc,119000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
42, Private,46000, Doctorate, Married-spouse-absent, Other-service, White, Male, ?
42, Local-gov,351000, Some-college, Divorced, Craft-repair, White, Male, United-States
56, Private,175000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
32, Private,324000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
24, Private,127000, Bachelors, Married-civ-spouse, Other-service, White, Male, United-States
26, Private,276000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
36, Self-emp-not-inc,220000, Bachelors, Never-married, Sales, Black, Female, United-States
49, Private,200000, 11th, Never-married, Other-service, White, Male, United-States
65, Private,155000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
73, State-gov,74000, 7th-8th, Divorced, Other-service, Asian-Pac-Islander, Female, United-States
34, Private,226000, 11th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
22, Private,212000, Bachelors, Never-married, Adm-clerical, White, Female, United-States
49, Local-gov,126000, Some-college, Never-married, Other-service, White, Female, United-States
25, Private,263000, 11th, Never-married, Other-service, Black, Female, United-States
39, Private,188000, 9th, Married-civ-spouse, Transport-moving, White, Male, United-States
19, Private,114000, 11th, Never-married, Craft-repair, White, Male, United-States
24, Private,227000, 10th, Married-civ-spouse, Machine-op-inspct, White, Female, United-States
34, Private,137000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
35, ?,119000, HS-grad, Widowed, ?, White, Female, United-States
21, Private,212000, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States
43, Private,198000, Masters, Divorced, Other-service, White, Female, United-States
35, Federal-gov,35000, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Male, ?
39, Private,142000, Some-college, Divorced, Adm-clerical, Black, Female, United-States
48, ?,185000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
33, Self-emp-not-inc,124000, Assoc-acdm, Never-married, Other-service, Black, Male, United-States
19, Private,202000, Some-college, Never-married, Other-service, White, Female, United-States
17, Private,157000, 10th, Never-married, Sales, White, Female, United-States
43, Self-emp-not-inc,47000, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States
62, Private,151000, HS-grad, Widowed, Adm-clerical, White, Female, United-States
53, Local-gov,234000, Masters, Divorced, Prof-specialty, Black, Female, United-States
45, State-gov,36000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
47, Private,160000, HS-grad, Divorced, Adm-clerical, Black, Female, United-States
30, Private,191000, Some-college, Never-married, Other-service, Black, Female, United-States
53, Private,213000, HS-grad, Separated, Sales, White, Female, United-States
24, Private,258000, HS-grad, Separated, Machine-op-inspct, Black, Female, United-States
41, Local-gov,489000, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
58, Local-gov,239000, 5th-6th, Divorced, Other-service, Black, Female, Haiti
27, Federal-gov,105000, HS-grad, Divorced, Adm-clerical, White, Male, United-States
63, State-gov,110000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
50, Private,173000, Some-college, Divorced, Other-service, White, Male, United-States
43, Local-gov,210000, Masters, Never-married, Tech-support, Black, Female, United-States
29, Self-emp-inc,88000, Some-college, Never-married, Exec-managerial, White, Male, United-States
41, Private,188000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
55, Private,234000, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States
36, Private,273000, HS-grad, Never-married, Transport-moving, White, Male, United-States
23, Local-gov,129000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
22, Private,100000, Bachelors, Never-married, Craft-repair, White, Male, United-States
58, Self-emp-not-inc,196000, Some-college, Divorced, Craft-repair, White, Male, United-States
25, Private,252000, 11th, Never-married, Adm-clerical, Black, Female, United-States
40, Private,103000, HS-grad, Married-civ-spouse, Sales, White, Female, United-States
38, Private,22000, Assoc-voc, Never-married, Prof-specialty, White, Female, United-States
37, Private,344000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
19, Private,232000, Some-college, Never-married, Other-service, White, Female, United-States
55, Private,174000, 10th, Never-married, Other-service, White, Male, United-States
55, Private,282000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
28, Private,275000, Bachelors, Never-married, Adm-clerical, White, Male, United-States
53, Private,252000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, El-Salvador
32, ?,648000, HS-grad, Married-civ-spouse, ?, White, Male, ?
60, Private,128000, Some-college, Divorced, Prof-specialty, White, Male, United-States
32, Private,37000, Some-college, Divorced, Adm-clerical, White, Female, United-States
34, Private,174000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
49, Private,354000, Some-college, Divorced, Prof-specialty, White, Male, United-States
21, Private,226000, Some-college, Never-married, Other-service, White, Female, United-States
24, State-gov,147000, Bachelors, Never-married, Adm-clerical, Black, Female, United-States
53, Private,234000, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States
29, Private,395000, Assoc-voc, Married-civ-spouse, Other-service, White, Male, ?
34, Local-gov,189000, Bachelors, Married-spouse-absent, Prof-specialty, White, Female, United-States
52, ?,115000, Prof-school, Married-spouse-absent, ?, Asian-Pac-Islander, Female, Vietnam
41, Private,277000, 5th-6th, Married-civ-spouse, Farming-fishing, White, Female, Mexico
21, Private,314000, HS-grad, Never-married, Other-service, White, Female, United-States
43, Private,221000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, Local-gov,189000, HS-grad, Never-married, Protective-serv, White, Male, United-States
38, Private,35000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
42, Private,154000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
62, Private,161000, Bachelors, Never-married, Farming-fishing, White, Male, United-States
51, Private,251000, 7th-8th, Widowed, Machine-op-inspct, Amer-Indian-Eskimo, Female, United-States
30, Private,178000, HS-grad, Never-married, Sales, Black, Female, United-States
24, Private,54000, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
36, Private,113000, HS-grad, Divorced, Craft-repair, White, Male, United-States
57, Private,361000, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States
46, Private,330000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
33, Private,276000, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States
42, Private,121000, Some-college, Never-married, Sales, White, Male, United-States
62, Private,119000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
64, Self-emp-not-inc,290000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
18, Private,238000, Some-college, Never-married, Sales, White, Female, United-States
43, Private,262000, 5th-6th, Married-spouse-absent, Farming-fishing, White, Male, Mexico
62, Self-emp-not-inc,27000, 7th-8th, Widowed, Other-service, White, Female, United-States
29, Private,161000, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, United-States
43, Private,253000, Bachelors, Married-civ-spouse, Handlers-cleaners, Black, Male, Haiti
39, Private,44000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
69, ?,168000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
34, Private,189000, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States
44, Private,120000, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, United-States
25, Private,134000, Bachelors, Never-married, Adm-clerical, White, Male, United-States
47, Local-gov,166000, Some-college, Divorced, Transport-moving, White, Male, United-States
17, Private,99000, 10th, Never-married, Other-service, White, Male, United-States
41, Local-gov,75000, Bachelors, Divorced, Prof-specialty, White, Male, United-States
19, Private,305000, Some-college, Never-married, Sales, White, Male, United-States
57, Private,122000, 1st-4th, Married-civ-spouse, Other-service, Other, Male, Dominican-Republic
25, Private,155000, HS-grad, Never-married, Adm-clerical, Black, Male, United-States
37, Local-gov,365000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, Canada
29, Private,183000, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
32, Private,50000, Some-college, Never-married, Sales, White, Male, United-States
35, Private,187000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
52, Private,160000, 12th, Never-married, Machine-op-inspct, White, Male, United-States
41, Private,162000, HS-grad, Never-married, Machine-op-inspct, White, Female, Peru
29, Private,129000, HS-grad, Married-spouse-absent, Machine-op-inspct, White, Female, El-Salvador
23, Private,143000, Masters, Never-married, Prof-specialty, White, Female, United-States
31, Private,382000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
40, Private,210000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
19, Private,294000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
21, Private,209000, Some-college, Never-married, Transport-moving, White, Male, United-States
37, State-gov,192000, Bachelors, Never-married, Adm-clerical, White, Female, United-States
49, Self-emp-not-inc,356000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
64, Local-gov,203000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
37, Local-gov,144000, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States
70, Self-emp-not-inc,155000, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States
22, Private,160000, 10th, Never-married, Transport-moving, Asian-Pac-Islander, Male, United-States
29, Self-emp-inc,190000, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, Germany
37, Private,213000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
29, Private,116000, Bachelors, Never-married, Tech-support, White, Male, United-States
38, Private,252000, 11th, Divorced, Machine-op-inspct, White, Male, United-States
27, Private,212000, HS-grad, Never-married, Craft-repair, White, Male, United-States
58, State-gov,198000, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, United-States
