IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
False,M,28,Single,Professional
False,M,36,Unspecified,Trades
False,F,38,Married,Other
False,F,66,Married,Other
False,M,38,Married,Other
False,M,38,Married,Other
False,M,38,Married,Other
False,M,38,Married,Other
False,F,35,Married,Executive
False,F,35,Married,Executive
False,F,46,Married,Other
False,F,23,Single,Other
True,M,28,Single,Professional
False,M,26,Married,Executive
False,M,59,Married,Trades
False,M,59,Married,Trades
False,M,25,Married,Professional
False,M,33,Married,Other
False,M,33,Married,Other
False,M,33,Married,Other
False,F,26,Single,Student
False,M,30,Married,Executive
False,F,20,Single,Professional
False,F,20,Single,Professional
False,F,30,Married,Other
False,M,32,Married,Executive
True,F,34,Married,Other
False,F,41,Married,Other
True,M,36,Married,Executive
False,M,22,Single,Retail
False,F,45,Unspecified,Hospitality
False,F,49,Married,Executive
False,F,49,Married,Executive
False,F,49,Married,Executive
False,F,49,Married,Executive
False,F,49,Married,Executive
False,M,40,Married,Sales
False,F,19,Single,Retail
False,F,32,Single,Other
False,F,48,Unspecified,Hospitality
False,F,48,Unspecified,Hospitality
False,M,29,Single,Other
False,F,19,Single,Student
False,F,19,Single,Student
False,M,32,Married,Other
False,M,22,Single,Sales
False,M,22,Single,Sales
False,F,39,Single,Professional
False,F,36,Married,Professional
False,F,36,Married,Professional
False,M,22,Single,Student
False,F,35,Married,Executive
False,F,33,Married,Other
False,M,42,Married,Other
False,M,42,Married,Other
True,M,37,Married,Other
False,M,37,Married,Other
False,M,43,Single,Sales
False,M,43,Single,Sales
False,M,41,Married,Other
False,F,35,Married,Other
False,F,35,Married,Other
True,F,43,Married,Other
False,F,43,Married,Other
False,F,23,Single,Other
True,F,20,Single,Other
False,M,40,Married,Executive
False,M,24,Single,Professional
False,F,52,Married,Professional
False,F,52,Married,Professional
False,F,61,Married,Other
False,F,61,Married,Other
False,F,29,Single,Professional
False,F,29,Single,Professional
False,M,28,Single,Professional
False,M,28,Single,Professional
False,M,20,Single,Student
False,M,28,Single,Other
False,M,28,Single,Other
True,M,28,Single,Other
False,F,21,Single,Other
False,F,21,Single,Hospitality
False,F,35,Married,Other
False,F,35,Married,Other
False,M,36,Married,Executive
False,M,48,Unspecified,Other
False,M,48,Unspecified,Other
False,M,28,Single,Professional
False,M,21,Unspecified,Other
False,M,40,Single,Executive
False,M,40,Single,Executive
False,M,40,Single,Executive
False,M,40,Single,Executive
False,F,50,Married,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,M,29,Married,Other
False,M,29,Married,Other
False,M,27,Single,Other
False,F,56,Married,Other
False,M,17,Single,Student
False,M,27,Single,Professional
False,M,38,Married,Other
False,M,31,Married,Other
False,M,31,Married,Other
False,M,31,Married,Other
False,M,31,Married,Other
False,M,31,Married,Other
False,M,48,Married,Professional
False,M,48,Married,Professional
False,M,39,Unspecified,Sales
False,M,39,Unspecified,Sales
True,M,23,Single,Professional
False,M,23,Single,Professional
False,F,28,Single,Other
False,F,41,Married,Executive
False,F,22,Single,Professional
False,F,42,Unspecified,Hospitality
False,M,57,Married,Other
False,M,57,Married,Other
False,M,20,Single,Sales
False,M,20,Single,Sales
False,M,20,Single,Sales
False,M,20,Single,Sales
False,M,36,Single,Executive
False,M,36,Single,Executive
False,F,26,Single,Retail
False,F,44,Married,Other
False,F,23,Single,Student
False,M,28,Married,Executive
False,F,37,Single,Professional
False,M,45,Married,Professional
False,M,45,Married,Professional
False,M,45,Married,Professional
False,M,38,Single,Other
False,F,25,Single,Professional
False,M,41,Unspecified,Other
False,M,41,Unspecified,Other
False,M,44,Married,Executive
False,M,44,Married,Executive
False,F,42,Married,Other
False,F,42,Married,Other
False,F,42,Married,Other
False,F,30,Single,Professional
False,F,36,Married,Professional
True,M,24,Single,Professional
False,M,24,Single,Professional
False,M,45,Unspecified,Trades
False,F,40,Married,Executive
False,F,40,Married,Executive
False,F,35,Married,Executive
False,M,41,Single,Other
False,M,36,Single,Sales
False,M,36,Single,Sales
False,M,36,Single,Sales
False,M,36,Single,Sales
False,F,28,Single,Hospitality
False,F,28,Single,Hospitality
False,F,28,Single,Hospitality
False,M,46,Married,Professional
False,M,34,Single,Trades
False,F,21,Unspecified,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,M,27,Single,Other
False,M,40,Married,Executive
False,F,51,Married,Other
True,F,25,Single,Student
False,F,25,Single,Student
False,M,38,Single,Professional
False,F,22,Single,Professional
True,M,34,Married,Other
False,M,34,Married,Other
True,M,26,Single,Sales
True,M,43,Married,Sales
False,M,43,Married,Sales
False,M,43,Married,Sales
False,F,28,Single,Retail
False,F,30,Unspecified,Sales
False,F,30,Unspecified,Sales
False,F,47,Married,Sales
False,F,29,Single,Student
False,F,29,Single,Student
False,F,24,Single,Other
False,F,24,Single,Other
False,F,29,Married,Retail
True,M,30,Single,Executive
False,M,30,Single,Executive
False,M,48,Married,Trades
False,M,29,Married,Executive
False,F,38,Single,Professional
False,F,27,Married,Executive
False,F,31,Single,Other
False,M,20,Single,Student
False,M,20,Single,Student
False,F,45,Married,Executive
False,F,45,Married,Executive
False,F,38,Single,Other
False,M,41,Married,Sales
True,M,37,Married,Trades
False,F,31,Single,Professional
False,F,31,Single,Professional
False,M,20,Single,Sales
True,M,24,Single,Trades
False,M,24,Single,Trades
False,M,36,Married,Executive
True,M,29,Single,Other
False,M,29,Single,Other
False,M,43,Married,Trades
False,M,43,Married,Trades
False,F,34,Married,Professional
False,M,25,Single,Student
False,M,25,Single,Student
False,M,23,Single,Professional
False,F,46,Married,Other
False,F,51,Married,Professional
False,F,34,Married,Professional
False,F,21,Single,Professional
False,F,42,Married,Other
False,F,46,Unspecified,Hospitality
False,F,68,Married,Other
False,M,56,Unspecified,Other
False,M,56,Unspecified,Other
False,F,23,Single,Professional
False,M,30,Single,Trades
False,M,30,Single,Trades
False,M,30,Single,Trades
False,M,30,Single,Trades
False,M,30,Single,Trades
False,M,41,Married,Executive
False,F,21,Single,Student
False,M,29,Married,Professional
False,F,25,Single,Retail
False,M,46,Married,Professional
False,M,46,Married,Professional
False,M,46,Married,Professional
False,M,58,Unspecified,Other
False,M,25,Single,Student
False,M,25,Single,Student
False,M,59,Unspecified,Other
False,M,59,Unspecified,Other
False,F,53,Married,Hospitality
False,M,25,Single,Trades
False,F,35,Unspecified,Hospitality
True,M,25,Single,Professional
False,M,25,Single,Professional
False,M,28,Married,Sales
False,M,23,Single,Other
False,M,23,Single,Other
False,M,32,Married,Other
False,M,24,Single,Trades
False,F,44,Married,Other
True,M,43,Married,Executive
False,M,31,Unspecified,Professional
False,F,28,Single,Student
True,M,31,Married,Trades
False,M,37,Married,Trades
False,M,41,Unspecified,Other
False,M,41,Unspecified,Other
False,M,25,Single,Professional
False,M,25,Single,Professional
False,F,29,Single,Retail
True,M,25,Single,Trades
False,F,28,Single,Retail
False,M,39,Married,Sales
False,M,39,Married,Sales
False,M,39,Married,Sales
False,M,39,Married,Sales
False,M,39,Married,Sales
False,F,38,Married,Other
False,F,38,Married,Other
False,F,43,Married,Executive
False,F,43,Married,Executive
True,M,25,Single,Trades
False,M,25,Single,Trades
False,F,24,Single,Student
False,F,24,Single,Student
False,F,38,Married,Other
False,M,21,Single,Student
True,M,27,Single,Trades
False,F,26,Single,Retail
False,F,26,Single,Retail
False,F,24,Single,Other
False,F,26,Single,Professional
False,M,37,Married,Executive
False,M,37,Married,Executive
False,M,31,Married,Executive
False,M,31,Married,Executive
False,F,21,Single,Other
False,M,47,Unspecified,Trades
False,F,49,Married,Other
False,F,49,Married,Other
False,F,49,Married,Other
False,F,49,Married,Other
False,F,20,Single,Other
True,M,36,Married,Other
False,F,26,Married,Other
False,M,30,Married,Professional
False,M,34,Married,Other
False,F,39,Married,Other
False,M,28,Married,Executive
False,M,28,Married,Executive
False,M,28,Married,Executive
False,M,39,Married,Other
False,F,26,Single,Other
False,F,28,Single,Professional
False,M,27,Single,Professional
False,M,27,Single,Professional
False,F,22,Single,Professional
False,F,25,Single,Student
False,F,36,Married,Other
False,F,42,Married,Retired
False,F,38,Married,Other
True,F,38,Married,Other
False,F,38,Married,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,F,31,Married,Hospitality
False,F,31,Married,Hospitality
False,F,31,Married,Hospitality
True,M,27,Single,Professional
False,M,27,Single,Professional
False,F,55,Married,Other
False,F,31,Married,Other
False,F,28,Single,Other
False,M,33,Single,Other
False,M,33,Single,Other
True,M,27,Single,Executive
False,M,27,Single,Executive
False,F,54,Married,Retired
False,M,32,Married,Sales
False,M,26,Unspecified,Sales
False,M,26,Unspecified,Sales
False,M,37,Married,Sales
True,F,41,Married,Executive
False,F,41,Married,Executive
False,F,23,Single,Retail
True,M,33,Single,Professional
True,M,41,Married,Other
False,F,20,Single,Professional
False,F,46,Unspecified,Hospitality
False,M,35,Married,Other
False,F,30,Single,Retail
True,M,19,Single,Other
True,F,26,Single,Other
False,F,23,Single,Retail
False,M,32,Married,Professional
False,F,26,Single,Other
True,M,28,Single,Professional
False,F,27,Single,Professional
False,F,27,Single,Professional
True,M,37,Married,Sales
False,M,37,Married,Sales
False,F,19,Single,Student
False,F,34,Married,Executive
False,F,34,Married,Executive
False,M,28,Single,Retail
False,M,28,Single,Retail
False,M,31,Single,Other
False,M,39,Unspecified,Trades
False,F,40,Married,Executive
False,F,31,Single,Professional
False,M,21,Unspecified,Other
False,M,21,Unspecified,Other
True,M,19,Single,Other
False,M,19,Single,Other
False,F,53,Married,Other
False,F,55,Married,Other
False,M,29,Married,Executive
False,F,35,Single,Professional
False,F,37,Unspecified,Hospitality
False,F,37,Unspecified,Hospitality
False,F,62,Married,Retired
False,F,62,Married,Retired
False,F,31,Married,Other
False,M,30,Married,Other
False,F,32,Single,Professional
False,M,41,Married,Sales
False,F,41,Married,Other
False,F,24,Single,Retail
False,F,59,Married,Other
False,F,59,Married,Other
False,F,59,Married,Other
False,M,36,Single,Professional
False,F,43,Married,Executive
False,F,27,Single,Student
False,F,34,Married,Other
False,F,34,Married,Other
False,F,27,Married,Sales
True,F,43,Married,Other
False,M,44,Married,Other
False,M,30,Married,Sales
False,M,48,Married,Professional
False,M,48,Married,Professional
False,M,23,Single,Sales
False,M,23,Single,Sales
False,F,44,Married,Other
False,M,29,Single,Other
False,F,32,Single,Other
False,M,36,Married,Trades
False,F,23,Single,Professional
False,M,18,Single,Student
False,M,34,Married,Trades
False,M,40,Married,Sales
True,M,40,Married,Sales
False,M,45,Married,Trades
False,M,45,Married,Trades
False,M,45,Married,Trades
True,M,33,Married,Executive
False,F,28,Single,Professional
False,F,36,Single,Retail
False,F,28,Single,Retail
False,M,31,Married,Trades
False,F,32,Married,Other
False,F,32,Married,Other
True,M,20,Single,Professional
False,M,20,Single,Professional
False,F,36,Single,Other
True,M,27,Single,Professional
False,M,27,Single,Professional
False,M,25,Married,Executive
False,M,25,Married,Executive
False,M,25,Married,Executive
False,M,41,Married,Other
False,M,34,Single,Professional
False,M,34,Single,Professional
False,M,34,Single,Professional
False,F,49,Married,Executive
False,M,36,Married,Executive
False,F,25,Single,Other
False,F,25,Single,Other
False,F,39,Married,Executive
False,F,39,Married,Executive
True,M,39,Married,Other
False,F,39,Married,Other
False,M,43,Single,Sales
False,M,25,Single,Sales
False,M,25,Single,Sales
False,M,27,Married,Sales
False,M,37,Single,Other
False,M,37,Single,Other
True,M,27,Single,Trades
False,F,44,Married,Retired
False,F,25,Single,Retail
False,F,37,Married,Other
False,F,37,Married,Other
False,M,27,Single,Trades
False,M,27,Single,Trades
False,M,27,Single,Trades
False,F,44,Married,Other
True,M,32,Single,Trades
False,M,32,Single,Trades
False,F,21,Married,Retail
False,F,21,Married,Retail
False,F,36,Single,Professional
False,F,34,Married,Other
False,M,30,Single,Professional
False,F,39,Unspecified,Hospitality
False,F,39,Unspecified,Hospitality
False,F,39,Unspecified,Hospitality
False,F,39,Unspecified,Hospitality
False,F,28,Single,Retail
False,F,21,Single,Other
False,M,39,Unspecified,Trades
False,F,32,Unspecified,Professional
False,F,29,Married,Other
False,M,32,Married,Sales
False,M,32,Married,Sales
False,F,39,Single,Professional
False,F,41,Married,Sales
False,F,26,Single,Sales
False,M,26,Married,Other
False,M,32,Single,Professional
False,M,27,Married,Other
False,M,27,Married,Other
False,F,34,Married,Professional
False,F,39,Single,Retail
False,F,39,Single,Retail
False,F,45,Married,Executive
False,F,22,Single,Professional
False,F,23,Single,Other
False,M,37,Married,Executive
False,F,26,Single,Other
False,F,26,Single,Other
False,F,26,Single,Other
True,F,23,Married,Retail
False,F,23,Married,Retail
False,F,23,Married,Retail
True,M,35,Married,Trades
False,M,35,Married,Trades
False,F,36,Single,Other
False,F,27,Single,Sales
False,M,35,Married,Professional
False,M,35,Married,Professional
False,F,27,Single,Retail
False,F,25,Single,Professional
False,M,27,Single,Professional
False,M,27,Single,Professional
False,F,18,Single,Other
False,M,35,Single,Other
False,M,35,Single,Other
False,M,35,Single,Other
False,M,35,Single,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,M,27,Single,Sales
False,M,43,Single,Executive
False,M,43,Single,Executive
False,M,43,Single,Executive
False,F,48,Married,Other
False,F,33,Single,Professional
False,F,45,Married,Executive
False,F,45,Married,Executive
True,F,45,Married,Executive
False,M,45,Married,Professional
False,M,45,Married,Professional
False,M,42,Single,Professional
False,M,42,Single,Professional
False,F,20,Single,Retail
False,M,37,Married,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,F,46,Married,Other
False,F,46,Married,Other
False,F,46,Married,Other
False,F,46,Married,Other
False,M,33,Unspecified,Professional
True,M,29,Single,Trades
False,M,39,Married,Other
False,M,17,Single,Student
False,F,31,Married,Retail
False,F,31,Married,Retail
False,F,28,Single,Other
False,F,28,Single,Other
False,F,28,Single,Other
False,M,28,Single,Professional
False,M,52,Married,Retired
False,M,23,Single,Sales
False,F,44,Unspecified,Hospitality
False,F,44,Unspecified,Hospitality
False,F,49,Married,Hospitality
False,F,49,Married,Hospitality
False,F,49,Married,Hospitality
False,F,27,Married,Executive
False,M,33,Married,Professional
False,M,33,Married,Professional
False,M,28,Single,Trades
False,M,28,Single,Trades
False,M,41,Single,Other
False,F,28,Single,Other
False,M,43,Married,Other
False,M,43,Married,Other
False,F,34,Married,Hospitality
False,F,34,Married,Hospitality
False,F,34,Married,Hospitality
False,F,25,Married,Professional
False,F,25,Married,Professional
True,M,37,Unspecified,Sales
False,M,37,Unspecified,Sales
False,F,51,Married,Other
False,F,51,Married,Other
False,M,35,Single,Other
False,M,35,Single,Other
False,F,34,Married,Professional
True,F,36,Married,Executive
False,F,28,Single,Hospitality
False,F,28,Single,Hospitality
False,F,28,Single,Hospitality
False,F,32,Single,Professional
False,F,35,Unspecified,Hospitality
False,F,35,Unspecified,Hospitality
False,F,47,Married,Executive
False,M,42,Married,Executive
False,M,42,Married,Executive
False,M,25,Single,Trades
False,M,25,Single,Trades
False,M,25,Single,Trades
False,F,35,Married,Other
False,F,27,Single,Other
False,M,44,Married,Other
False,M,44,Married,Other
False,F,33,Married,Other
False,F,33,Married,Other
True,M,30,Single,Executive
False,M,30,Single,Executive
False,F,24,Single,Student
False,F,24,Single,Student
False,F,48,Married,Executive
False,F,28,Single,Other
False,M,35,Married,Other
False,M,40,Married,Other
False,M,40,Married,Other
False,M,40,Married,Other
False,M,40,Married,Other
False,F,49,Married,Hospitality
False,M,59,Married,Trades
False,M,59,Married,Trades
False,F,32,Single,Professional
False,M,26,Single,Other
False,M,26,Single,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,M,28,Single,Other
False,M,28,Single,Other
True,M,21,Single,Trades
False,M,21,Single,Trades
False,M,42,Married,Other
False,F,46,Married,Other
False,F,46,Married,Other
False,F,46,Married,Other
False,M,29,Unspecified,Sales
False,M,29,Unspecified,Sales
False,M,29,Unspecified,Sales
False,M,56,Married,Other
False,M,56,Married,Other
False,F,40,Married,Other
True,F,40,Married,Other
True,M,42,Married,Sales
False,M,42,Married,Sales
False,F,22,Single,Retail
True,F,19,Single,Student
False,F,19,Single,Student
False,M,38,Unspecified,Trades
False,F,39,Married,Other
False,F,39,Married,Other
True,F,36,Married,Executive
False,M,26,Single,Trades
True,M,26,Single,Trades
False,M,20,Single,Trades
False,M,49,Married,Professional
False,M,49,Married,Professional
False,M,25,Single,Sales
False,M,25,Single,Sales
False,F,29,Single,Professional
False,F,22,Single,Hospitality
False,F,22,Single,Hospitality
False,M,25,Single,Retail
False,M,26,Single,Sales
True,M,19,Single,Executive
False,M,19,Single,Executive
False,M,26,Single,Sales
False,M,26,Single,Sales
False,M,54,Married,Other
False,M,54,Married,Other
False,M,54,Married,Other
False,M,54,Married,Other
False,F,33,Single,Professional
True,F,44,Unspecified,Hospitality
False,F,44,Married,Other
False,F,44,Married,Other
False,F,44,Married,Other
False,F,44,Married,Other
False,F,45,Married,Hospitality
False,F,45,Married,Hospitality
True,F,44,Married,Executive
False,F,44,Married,Executive
True,M,26,Single,Trades
False,M,26,Single,Trades
False,F,26,Single,Other
False,F,27,Single,Student
False,M,34,Single,Other
False,M,25,Single,Other
False,F,27,Single,Sales
False,F,23,Single,Retail
False,M,38,Married,Other
False,M,27,Married,Professional
False,F,49,Married,Other
False,F,23,Single,Other
False,F,23,Single,Other
False,M,44,Married,Trades
False,M,44,Married,Trades
False,M,44,Married,Trades
False,M,44,Married,Trades
False,F,34,Married,Professional
False,F,34,Married,Professional
False,M,37,Married,Other
False,F,19,Single,Student
False,M,37,Married,Sales
False,M,37,Married,Sales
False,F,31,Married,Hospitality
False,F,31,Married,Hospitality
False,M,32,Unspecified,Professional
False,M,31,Married,Executive
False,M,26,Single,Other
False,M,44,Single,Other
False,M,44,Single,Other
False,F,44,Married,Other
False,F,21,Single,Other
False,F,37,Married,Other
False,M,39,Married,Executive
False,F,42,Married,Sales
False,M,35,Married,Sales
False,M,35,Married,Sales
False,F,21,Single,Professional
False,M,20,Single,Student
False,M,20,Single,Student
False,M,20,Single,Student
True,M,30,Married,Sales
False,M,25,Single,Professional
False,M,25,Single,Professional
False,M,31,Married,Other
True,M,34,Married,Other
False,M,34,Married,Other
False,M,37,Married,Other
False,M,37,Married,Other
True,M,19,Single,Professional
False,M,31,Married,Other
True,M,19,Single,Other
False,M,19,Single,Other
False,F,35,Single,Professional
False,M,29,Single,Professional
True,M,29,Single,Professional
False,M,25,Single,Sales
False,M,25,Single,Sales
False,M,25,Single,Sales
False,M,28,Single,Other
False,M,39,Single,Executive
False,M,39,Single,Executive
False,F,62,Married,Other
True,M,44,Married,Trades
False,M,47,Unspecified,Other
False,M,47,Unspecified,Other
False,M,47,Unspecified,Other
False,F,37,Single,Other
False,M,29,Married,Other
False,F,63,Married,Other
False,M,35,Unspecified,Trades
False,M,35,Unspecified,Trades
False,M,35,Unspecified,Trades
False,M,31,Married,Executive
False,F,41,Unspecified,Sales
False,M,46,Married,Professional
False,F,24,Single,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,M,39,Married,Other
False,M,39,Married,Other
False,F,23,Single,Hospitality
False,M,26,Single,Trades
False,M,26,Single,Trades
False,M,26,Single,Trades
False,M,26,Single,Trades
False,F,25,Single,Other
False,F,20,Single,Student
False,F,24,Single,Retail
False,F,49,Married,Executive
False,F,28,Single,Professional
True,F,44,Married,Other
False,M,36,Single,Professional
False,M,36,Single,Professional
False,F,39,Single,Other
False,M,38,Married,Sales
False,M,38,Married,Sales
False,M,38,Married,Sales
False,M,38,Married,Sales
False,F,57,Married,Other
False,F,57,Married,Other
False,F,57,Married,Other
False,F,57,Married,Other
False,F,23,Single,Sales
False,M,36,Single,Other
False,F,42,Married,Sales
False,F,47,Married,Other
False,F,47,Married,Other
True,M,43,Married,Sales
True,M,19,Single,Trades
False,F,29,Single,Professional
False,M,26,Single,Professional
False,F,26,Single,Other
False,F,26,Single,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
True,M,28,Single,Other
False,M,28,Single,Other
False,M,25,Single,Sales
False,F,41,Married,Executive
True,M,32,Single,Other
False,F,45,Unspecified,Hospitality
False,F,22,Married,Retail
False,M,34,Single,Professional
False,M,34,Single,Professional
True,M,22,Single,Professional
True,M,35,Unspecified,Trades
True,M,35,Unspecified,Trades
False,M,24,Single,Professional
False,M,24,Single,Professional
False,M,33,Married,Trades
False,M,42,Married,Professional
False,M,53,Unspecified,Other
False,M,53,Unspecified,Other
False,M,53,Unspecified,Other
False,M,53,Unspecified,Other
False,F,35,Married,Other
False,F,35,Married,Other
False,F,44,Unspecified,Hospitality
False,F,31,Single,Professional
False,M,56,Married,Professional
False,M,56,Married,Professional
False,M,56,Married,Professional
True,F,37,Married,Other
False,F,37,Married,Other
False,F,47,Married,Executive
False,M,19,Single,Student
False,M,19,Single,Student
False,F,29,Single,Professional
False,M,57,Married,Trades
False,F,46,Married,Other
False,F,20,Single,Professional
False,F,20,Single,Professional
False,M,30,Married,Trades
False,M,27,Single,Trades
False,M,27,Single,Trades
False,F,20,Single,Retail
False,M,36,Married,Other
False,M,39,Married,Other
False,F,29,Unspecified,Other
False,F,29,Unspecified,Other
False,F,34,Married,Executive
False,F,40,Married,Other
False,F,40,Married,Other
False,M,28,Single,Retail
False,M,28,Single,Retail
False,M,25,Single,Student
False,M,32,Married,Sales
False,M,30,Married,Other
False,M,30,Married,Other
False,M,30,Married,Other
False,M,53,Married,Other
False,M,53,Married,Other
False,M,46,Unspecified,Other
False,M,46,Unspecified,Other
False,M,58,Married,Other
False,M,58,Married,Other
False,M,40,Married,Trades
False,M,32,Unspecified,Professional
True,F,26,Single,Professional
False,F,26,Single,Professional
True,M,20,Single,Trades
False,M,20,Single,Trades
True,M,25,Single,Other
False,M,25,Single,Other
False,F,37,Single,Retail
False,M,46,Married,Retired
False,M,46,Married,Retired
False,M,46,Married,Retired
False,M,40,Single,Executive
True,M,40,Married,Other
False,M,40,Married,Other
False,M,43,Married,Trades
False,F,35,Single,Retail
True,F,35,Single,Retail
False,F,35,Single,Retail
False,F,35,Single,Retail
False,M,48,Unspecified,Trades
False,M,52,Married,Other
False,M,52,Married,Other
False,M,52,Married,Other
False,M,28,Single,Professional
False,F,45,Married,Other
False,F,20,Married,Retail
False,F,26,Married,Other
True,M,25,Single,Other
False,M,25,Single,Other
False,M,30,Married,Student
False,M,30,Married,Student
False,M,30,Married,Student
False,M,30,Married,Student
False,M,54,Unspecified,Other
True,M,54,Unspecified,Other
False,F,28,Single,Retail
True,M,19,Single,Other
False,M,19,Single,Other
False,F,33,Married,Other
False,F,34,Married,Hospitality
False,F,34,Married,Hospitality
False,M,44,Married,Other
False,F,40,Married,Executive
False,F,40,Married,Executive
False,F,40,Married,Executive
False,F,40,Married,Executive
False,M,36,Married,Executive
False,M,25,Single,Professional
False,M,40,Single,Executive
False,M,40,Single,Executive
False,M,24,Unspecified,Other
False,M,24,Unspecified,Other
False,M,24,Unspecified,Other
False,M,24,Unspecified,Other
False,M,24,Unspecified,Other
False,F,37,Married,Other
True,M,28,Single,Professional
False,F,20,Single,Other
False,F,20,Single,Other
False,M,40,Married,Executive
False,M,40,Married,Executive
True,M,26,Single,Professional
False,M,26,Single,Professional
False,F,47,Unspecified,Hospitality
False,M,55,Married,Trades
False,M,44,Single,Other
False,M,44,Single,Other
True,M,44,Single,Other
False,M,35,Married,Sales
False,M,35,Married,Sales
False,M,42,Married,Professional
False,M,42,Married,Professional
False,F,28,Single,Other
False,F,28,Single,Other
True,F,28,Single,Other
False,F,28,Single,Other
False,F,37,Married,Professional
False,F,37,Married,Professional
False,F,37,Married,Professional
True,M,24,Single,Professional
False,M,24,Single,Professional
False,F,34,Single,Other
True,M,28,Single,Other
False,M,28,Single,Other
False,M,43,Married,Sales
True,M,25,Single,Other
False,M,25,Single,Other
False,F,20,Single,Retail
False,M,38,Married,Sales
False,M,38,Married,Sales
False,F,60,Married,Retired
False,M,38,Unspecified,Trades
False,M,38,Unspecified,Trades
False,M,38,Unspecified,Trades
False,F,30,Married,Retail
True,M,35,Unspecified,Sales
False,F,18,Single,Other
False,F,53,Married,Other
False,M,22,Single,Student
False,M,22,Single,Student
True,M,27,Married,Executive
False,M,27,Married,Executive
False,F,25,Single,Other
False,M,42,Married,Other
True,M,20,Single,Sales
False,F,23,Single,Other
False,F,48,Unspecified,Hospitality
False,M,34,Single,Other
False,F,28,Single,Sales
False,M,38,Married,Professional
False,M,38,Married,Professional
False,M,38,Married,Professional
False,F,39,Unspecified,Hospitality
False,F,20,Single,Hospitality
False,F,20,Single,Hospitality
False,M,36,Married,Other
False,F,42,Married,Other
False,F,26,Single,Professional
False,M,44,Married,Other
False,F,39,Married,Professional
False,F,54,Married,Professional
False,F,54,Married,Professional
False,F,22,Single,Other
False,M,44,Single,Executive
False,F,33,Single,Professional
False,F,35,Single,Professional
False,F,27,Single,Other
False,F,27,Single,Other
False,M,25,Married,Other
True,M,25,Married,Other
False,M,29,Married,Professional
False,F,34,Married,Executive
False,F,54,Married,Other
False,M,23,Single,Sales
False,F,31,Single,Other
False,F,31,Single,Other
False,F,40,Unspecified,Hospitality
False,F,27,Single,Other
False,M,41,Single,Sales
False,F,20,Single,Student
False,M,38,Married,Other
False,M,27,Single,Other
False,F,25,Single,Other
False,F,25,Single,Other
False,F,25,Single,Other
False,F,33,Married,Other
False,F,33,Married,Other
False,F,33,Married,Other
False,M,44,Married,Trades
False,M,43,Married,Other
False,M,40,Married,Professional
False,F,26,Married,Professional
False,F,29,Single,Professional
False,F,37,Married,Executive
False,F,31,Married,Retail
False,M,38,Married,Trades
False,M,35,Single,Sales
False,M,35,Single,Sales
True,F,44,Married,Executive
False,F,44,Married,Executive
False,F,35,Unspecified,Hospitality
False,F,32,Single,Other
False,F,36,Married,Other
True,M,42,Married,Executive
True,M,42,Married,Executive
False,M,47,Unspecified,Other
False,M,47,Unspecified,Other
False,M,22,Single,Student
False,F,45,Married,Executive
False,F,26,Single,Professional
False,F,24,Single,Other
False,F,51,Unspecified,Hospitality
False,M,54,Married,Other
False,F,37,Unspecified,Hospitality
False,M,39,Single,Professional
False,M,43,Married,Other
False,M,39,Married,Student
False,M,39,Married,Student
False,M,39,Married,Student
False,F,43,Unspecified,Hospitality
False,F,43,Unspecified,Hospitality
False,M,19,Single,Professional
True,M,19,Single,Professional
True,M,39,Married,Other
False,M,34,Single,Professional
False,M,34,Single,Professional
False,F,29,Single,Other
False,M,41,Unspecified,Other
False,M,41,Unspecified,Other
False,M,32,Married,Other
False,M,32,Married,Other
False,F,22,Single,Retail
False,M,49,Married,Trades
False,M,49,Married,Trades
True,F,30,Married,Other
False,F,21,Single,Professional
False,M,33,Married,Sales
False,M,33,Married,Sales
True,M,33,Married,Sales
False,M,24,Single,Sales
False,M,24,Single,Sales
False,M,20,Single,Other
False,M,20,Single,Other
False,F,29,Single,Other
False,F,46,Married,Other
False,F,31,Single,Retail
False,F,30,Unspecified,Other
False,F,46,Married,Other
False,F,34,Married,Professional
False,F,34,Married,Professional
False,F,26,Single,Professional
False,F,36,Married,Professional
False,F,36,Married,Other
False,M,33,Married,Other
False,F,51,Married,Other
False,F,51,Married,Other
False,F,53,Married,Other
False,F,53,Married,Other
False,F,61,Married,Retired
False,F,44,Married,Other
True,M,36,Married,Executive
False,F,38,Married,Executive
False,F,36,Single,Other
False,M,23,Single,Retail
False,F,29,Single,Other
False,M,33,Married,Executive
False,M,33,Married,Executive
False,M,33,Married,Executive
True,M,33,Married,Executive
False,M,33,Married,Executive
False,M,33,Married,Executive
False,F,28,Single,Other
False,F,43,Married,Other
False,M,21,Single,Sales
True,M,23,Single,Trades
False,M,23,Single,Trades
True,F,48,Unspecified,Hospitality
